Pattern(match=(24, 4, 6), count=5, length=3)
Pattern(match=(6, 8, 16), count=12, length=3)
Pattern(match=(8, 16, 2), count=8, length=3)
Pattern(match=(16, 2, 4), count=9, length=3)
Pattern(match=(4, 8, 16), count=7, length=3)
Pattern(match=(6, 4, 12), count=20, length=3)
Pattern(match=(12, 2, 22), count=2, length=3)
Pattern(match=(22, 6, 2), count=19, length=3)
Pattern(match=(4, 6, 14), count=18, length=3)
Pattern(match=(6, 14, 6), count=13, length=3)
Pattern(match=(6, 12, 6), count=16, length=3)
Pattern(match=(6, 12, 8), count=6, length=3)
Pattern(match=(12, 8, 6), count=11, length=3)
Pattern(match=(6, 4, 26), count=6, length=3)
Pattern(match=(4, 26, 18), count=2, length=3)
Pattern(match=(18, 10, 8), count=8, length=3)
Pattern(match=(2, 6, 22), count=14, length=3)
Pattern(match=(6, 22, 12), count=4, length=3)
Pattern(match=(22, 12, 2), count=7, length=3)
Pattern(match=(2, 16, 8), count=3, length=3)
Pattern(match=(16, 8, 4), count=9, length=3)
Pattern(match=(8, 4, 12), count=5, length=3)
Pattern(match=(4, 12, 14), count=6, length=3)
Pattern(match=(12, 14, 10), count=10, length=3)
Pattern(match=(14, 10, 2), count=13, length=3)
Pattern(match=(4, 2, 16), count=8, length=3)
Pattern(match=(2, 16, 14), count=4, length=3)
Pattern(match=(16, 14, 4), count=7, length=3)
Pattern(match=(6, 4, 18), count=6, length=3)
Pattern(match=(4, 18, 8), count=12, length=3)
Pattern(match=(18, 8, 10), count=6, length=3)
Pattern(match=(8, 10, 12), count=14, length=3)
Pattern(match=(10, 12, 14), count=5, length=3)
Pattern(match=(12, 14, 4), count=4, length=3)
Pattern(match=(6, 2, 28), count=6, length=3)
Pattern(match=(2, 28, 2), count=5, length=3)
Pattern(match=(28, 2, 10), count=2, length=3)
Pattern(match=(14, 4, 8), count=7, length=3)
Pattern(match=(4, 8, 12), count=11, length=3)
Pattern(match=(12, 6, 12), count=11, length=3)
Pattern(match=(4, 6, 20), count=9, length=3)
Pattern(match=(6, 20, 10), count=4, length=3)
Pattern(match=(20, 10, 2), count=7, length=3)
Pattern(match=(10, 2, 16), count=10, length=3)
Pattern(match=(16, 26, 4), count=3, length=3)
Pattern(match=(26, 4, 2), count=6, length=3)
Pattern(match=(2, 12, 6), count=31, length=3)
Pattern(match=(4, 12, 6), count=6, length=3)
Pattern(match=(12, 6, 8), count=12, length=3)
Pattern(match=(4, 8, 22), count=8, length=3)
Pattern(match=(8, 22, 2), count=9, length=3)
Pattern(match=(22, 2, 4), count=8, length=3)
Pattern(match=(2, 12, 28), count=4, length=3)
Pattern(match=(12, 28, 2), count=3, length=3)
Pattern(match=(28, 2, 6), count=7, length=3)
Pattern(match=(12, 4, 12), count=4, length=3)
Pattern(match=(2, 16, 6), count=8, length=3)
Pattern(match=(16, 6, 20), count=6, length=3)
Pattern(match=(6, 20, 16), count=5, length=3)
Pattern(match=(4, 2, 22), count=8, length=3)
Pattern(match=(2, 22, 8), count=6, length=3)
Pattern(match=(22, 8, 12), count=4, length=3)
Pattern(match=(12, 6, 10), count=15, length=3)
Pattern(match=(10, 2, 12), count=20, length=3)
Pattern(match=(10, 14, 6), count=11, length=3)
Pattern(match=(6, 6, 16), count=7, length=3)
Pattern(match=(6, 16, 12), count=6, length=3)
Pattern(match=(16, 12, 2), count=10, length=3)
Pattern(match=(6, 22, 6), count=7, length=3)
Pattern(match=(4, 6, 18), count=6, length=3)
Pattern(match=(18, 2, 10), count=10, length=3)
Pattern(match=(4, 8, 18), count=8, length=3)
Pattern(match=(8, 18, 4), count=9, length=3)
Pattern(match=(18, 4, 6), count=16, length=3)
Pattern(match=(12, 4, 20), count=3, length=3)
